PERMNO,date,TICKER,PRC,SHROUT
20482,20110729,ABT,51.32,1554283
20482,20110831,ABT,52.51,1556577
20482,20110930,ABT,51.14,1556577
20482,20111031,ABT,53.87,1556577
20482,20111130,ABT,54.55,1557796
20482,20111230,ABT,56.23,1557796
20482,20120131,ABT,54.15,1557796
20482,20120229,ABT,56.61,1572357
20482,20120330,ABT,61.29,1572357
20482,20120430,ABT,62.06,1572357
20482,20120531,ABT,61.79,1573391
20482,20120629,ABT,64.47,1573391
20482,20120731,ABT,66.31,1573391
20482,20120831,ABT,65.54,1569334
20482,20120928,ABT,68.56,1569334
20482,20121031,ABT,65.5,1569334
20482,20121130,ABT,65,1580668
20482,20121231,ABT,65.5,1580668
20482,20130131,ABT,33.88,1580668
20482,20130228,ABT,33.79,1570677
20482,20130328,ABT,35.32,1570677
20482,20130430,ABT,36.92,1570677
20482,20130531,ABT,36.67,1558865
20482,20130628,ABT,34.88,1558865
20482,20130731,ABT,36.63,1558865
20482,20130830,ABT,33.33,1554125
20482,20130930,ABT,33.19,1554125
20482,20131031,ABT,36.55,1554125
20482,20131129,ABT,38.19,1546186
20482,20131231,ABT,38.33,1546186
20482,20140131,ABT,36.66,1546186
20482,20140228,ABT,39.78,1543070
20482,20140331,ABT,38.51,1543070
20482,20140430,ABT,38.74,1543070
20482,20140530,ABT,40.01,1501939
20482,20140630,ABT,40.9,1501939
20482,20140731,ABT,42.12,1501939
20482,20140829,ABT,42.24,1503699
20482,20140930,ABT,41.59,1503699
20482,20141031,ABT,43.59,1503699
20482,20141128,ABT,44.51,1505791
20482,20141231,ABT,45.02,1505791
20482,20150130,ABT,44.76,1505791
20482,20150227,ABT,47.37,1508978
20482,20150331,ABT,46.33,1508978
20482,20150430,ABT,46.42,1508978
20482,20150529,ABT,48.6,1488757
20482,20150630,ABT,49.08,1488757
20482,20150731,ABT,50.69,1488757
20482,20150831,ABT,45.29,1490441
20482,20150930,ABT,40.22,1490441
20482,20151030,ABT,44.8,1490441
20482,20151130,ABT,44.92,1491720
20482,20151231,ABT,44.91,1491720
20482,20160129,ABT,37.85,1491720
20482,20160229,ABT,38.74,1491720
20482,20160331,ABT,41.83,1473242
20482,20160429,ABT,38.9,1469519
20482,20160531,ABT,39.63,1469152
20482,20160630,ABT,39.31,1469152
20482,20160729,ABT,44.75,1469152
20482,20160831,ABT,42.02,1469995
20482,20160930,ABT,42.29,1469995
20482,20161031,ABT,39.24,1469995
20482,20161130,ABT,38.07,1472310
20482,20161230,ABT,38.41,1472310
20482,20170131,ABT,41.77,1721111
20482,20170228,ABT,45.08,1727998
20482,20170331,ABT,44.41,1727998
20482,20170428,ABT,43.64,1727998
20482,20170531,ABT,45.66,1735272
20482,20170630,ABT,48.61,1735272
20482,20170731,ABT,49.18,1737443
20482,20170831,ABT,50.94,1737443
20482,20170929,ABT,53.36,1737443
20482,20171031,ABT,54.23,1737443
20482,20171130,ABT,56.37,1740601
20482,20171229,ABT,57.07,1740601
20482,20180131,ABT,62.16,1740601
20482,20180228,ABT,60.33,1746334
20482,20180329,ABT,59.92,1746334
20482,20180430,ABT,58.13,1746334
20482,20180531,ABT,61.53,1753188
20482,20180629,ABT,60.99,1753188
20482,20180731,ABT,65.54,1753188
20482,20180831,ABT,66.84,1754319
20482,20180928,ABT,73.36,1754319
20482,20181031,ABT,68.94,1756333
20482,20181130,ABT,74.05,1756333
20482,20181231,ABT,72.33,1756333
20482,20190131,ABT,72.98,1756333
20482,20190228,ABT,77.62,1756470
20482,20190329,ABT,79.94,1756470
20482,20190430,ABT,79.56,1756470
20482,20190531,ABT,76.13,1764181
20482,20190628,ABT,84.1,1764181
20482,20190731,ABT,87.1,1767398
20482,20190830,ABT,85.32,1767398
20482,20190930,ABT,83.67,1767398
20482,20191031,ABT,83.61,1768456
20482,20191129,ABT,85.45,1768456
20482,20191231,ABT,86.86,1768456
20482,20200131,ABT,87.14,1768456
20482,20200228,ABT,77.03,1763433
20482,20200331,ABT,78.91,1763433
20482,20200430,ABT,92.09,1768845
20482,20200529,ABT,94.92,1768845
20482,20200630,ABT,91.43,1768845
20482,20200731,ABT,100.64,1770530
20482,20200831,ABT,109.47,1770530
20482,20200930,ABT,108.83,1770530
20482,20201030,ABT,105.11,1770530
20482,20201130,ABT,108.22,1772362
20482,20201231,ABT,109.49,1772362
20626,20100129,DOW,27.09,1143726
20626,20100226,DOW,28.31,1150294
20626,20100331,DOW,29.57,1150294
20626,20100430,DOW,30.83,1151908
20626,20100528,DOW,26.91,1154900
20626,20100630,DOW,23.72,1154900
20626,20100730,DOW,27.33,1154900
20626,20100831,DOW,24.37,1159856
20626,20100930,DOW,27.46,1159856
20626,20101029,DOW,30.84,1159856
20626,20101130,DOW,31.18,1160716
20626,20101231,DOW,34.14,1160716
20626,20110131,DOW,35.48,1160716
20626,20110228,DOW,37.16,1167922
20626,20110331,DOW,37.75,1173246
20626,20110429,DOW,40.99,1173246
20626,20110531,DOW,36.13,1175580
20626,20110630,DOW,36,1175580
20626,20110729,DOW,34.87,1175580
20626,20110831,DOW,28.45,1181219
20626,20110930,DOW,22.46,1181219
20626,20111031,DOW,27.88,1181219
20626,20111130,DOW,27.71,1181812
20626,20111230,DOW,28.76,1181812
20626,20120131,DOW,33.51,1181812
20626,20120229,DOW,33.51,1185372
20626,20120330,DOW,34.64,1185372
20626,20120430,DOW,33.88,1192918
20626,20120531,DOW,31.06,1195380
20626,20120629,DOW,31.5,1195380
20626,20120731,DOW,28.78,1195380
20626,20120831,DOW,29.31,1198107
20626,20120928,DOW,28.955,1198107
20626,20121031,DOW,29.3,1199232
20626,20121130,DOW,30.19,1199232
20626,20121231,DOW,32.3294,1199232
20626,20130131,DOW,32.2,1199232
20626,20130228,DOW,31.72,1204364
20626,20130328,DOW,31.84,1204364
20626,20130430,DOW,33.91,1209589
20626,20130531,DOW,34.46,1209589
20626,20130628,DOW,32.17,1209589
20626,20130731,DOW,35.04,1210214
20626,20130830,DOW,37.4,1210214
20626,20130930,DOW,38.4,1210214
20626,20131031,DOW,39.47,1212866
20626,20131129,DOW,39.06,1212866
20626,20131231,DOW,44.4,1212866
20626,20140131,DOW,45.51,1212866
20626,20140228,DOW,48.71,1215829
20626,20140331,DOW,48.59,1209485
20626,20140430,DOW,49.9,1204058
20626,20140530,DOW,52.12,1204058
20626,20140630,DOW,51.46,1204058
20626,20140731,DOW,51.07,1194093
20626,20140829,DOW,53.55,1194093
20626,20140930,DOW,52.44,1194093
20626,20141031,DOW,49.4,1178561
20626,20141128,DOW,48.67,1178561
20626,20141231,DOW,45.61,1178561
20626,20150130,DOW,45.16,1178561
20626,20150227,DOW,49.24,1157695
20626,20150331,DOW,47.98,1152023
20626,20150430,DOW,51,1152023
20626,20150529,DOW,52.07,1152881
20626,20150630,DOW,51.17,1152881
20626,20150731,DOW,47.06,1158102
20626,20150831,DOW,43.76,1158102
20626,20150930,DOW,42.4,1158476
20626,20151030,DOW,51.67,1158615
20626,20151130,DOW,52.13,1158615
20626,20151231,DOW,51.48,1158615
20626,20160129,DOW,42,1158615
20626,20160229,DOW,48.61,1117112
20626,20160331,DOW,50.86,1117112
20626,20160429,DOW,52.61,1122828
20626,20160531,DOW,51.36,1122828
20626,20160630,DOW,49.71,1125799
20626,20160729,DOW,53.67,1126830
20626,20160831,DOW,53.64,1126830
20626,20160930,DOW,51.83,1126830
20626,20161031,DOW,53.81,1121381
20626,20161130,DOW,55.72,1121381
20626,20161230,DOW,57.22,1121381
20626,20170131,DOW,59.63,1121381
20626,20170228,DOW,62.26,1213312
20626,20170331,DOW,63.54,1213312
20626,20170428,DOW,62.8,1221703
20626,20170531,DOW,61.96,1221703
20626,20170630,DOW,63.07,1221703
20626,20170731,DOW,64.24,1223445
20626,20170831,DOW,66.65,1223445
20626,20170929,DOW,,
21020,20100129,AMR,6.92,332456
21020,20100226,AMR,9.19,332615
21020,20100331,AMR,9.11,332615
21020,20100430,AMR,7.38,332711
21020,20100528,AMR,7.67,332711
21020,20100630,AMR,6.78,332711
21020,20100730,AMR,7.08,333050
21020,20100831,AMR,6.12,333050
21020,20100930,AMR,6.27,333050
21020,20101029,AMR,7.89,333286
21020,20101130,AMR,8.56,333286
21020,20101231,AMR,7.79,333286
21020,20110131,AMR,7.05,333286
21020,20110228,AMR,6.74,333435
21020,20110331,AMR,6.46,333435
21020,20110429,AMR,5.87,333462
21020,20110531,AMR,6.27,333462
21020,20110630,AMR,5.4,333462
21020,20110729,AMR,4.24,335207
21020,20110831,AMR,3.62,335207
21020,20110930,AMR,2.96,335207
21020,20111031,AMR,2.63,335227
21020,20111130,AMR,0.32,335227
21020,20111230,AMR,0.35,335227
21020,20120131,,,335227
21020,20120229,,,335227
21020,20120330,,,335227
21020,20120430,,,335227
21020,20120531,,,335227
21020,20120629,,,335227
21020,20120731,,,335227
21020,20120831,,,335227
21020,20120928,,,335227
21020,20121031,,,335227
21020,20121130,,,335227
21020,20121231,,,335227
21020,20130131,,,335227
21020,20130228,,,335227
21020,20130328,,,335227
21020,20130430,,,335227
21020,20130531,,,335227
21020,20130628,,,335227
21020,20130731,,,335227
21020,20130830,,,335227
21020,20130930,,,335227
21020,20131031,,,335227
21020,20131129,,,335227
21020,20131231,AAL,25.25,260000
21020,20140131,AAL,33.55,356996
21020,20140228,AAL,36.93,471517
21020,20140331,AAL,36.6,649953
21020,20140430,AAL,35.07,720196
21020,20140530,AAL,40.16,720196
21020,20140630,AAL,42.96,720502
21020,20140731,AAL,38.85,720103
21020,20140829,AAL,38.881,720103
21020,20140930,AAL,35.48,717258
21020,20141031,AAL,41.35,717264
21020,20141128,AAL,48.53,717264
21020,20141231,AAL,53.63,697475
21020,20150130,AAL,49.08,697475
21020,20150227,AAL,47.9,696650
21020,20150331,AAL,52.78,693801
21020,20150430,AAL,48.285,692799
21020,20150529,AAL,42.37,692799
21020,20150630,AAL,39.935,678289
21020,20150731,AAL,40.1,671821
21020,20150831,AAL,38.98,671821
21020,20150930,AAL,38.83,640108
21020,20151030,AAL,46.22,630326
21020,20151130,AAL,41.26,630326
21020,20151231,AAL,42.35,624622
21020,20160129,AAL,38.99,624622
21020,20160229,AAL,41,603018
21020,20160331,AAL,41.01,585658
21020,20160429,AAL,34.69,578172
21020,20160531,AAL,31.91,578172
21020,20160630,AAL,28.31,537141
21020,20160729,AAL,35.5,529913
21020,20160831,AAL,36.3,529913
21020,20160930,AAL,36.61,519161
21020,20161031,AAL,40.6,518125
21020,20161130,AAL,46.44,518125
21020,20161230,AAL,46.69,507294
21020,20170131,AAL,44.25,507294
21020,20170228,AAL,46.36,504154
21020,20170331,AAL,42.3,495750
21020,20170428,AAL,42.62,492589
21020,20170531,AAL,48.41,492589
21020,20170630,AAL,50.32,487662
21020,20170731,AAL,50.44,487009
21020,20170831,AAL,44.74,487009
21020,20170929,AAL,47.49,480000
21020,20171031,AAL,46.82,478499
21020,20171130,AAL,50.49,478499
21020,20171229,AAL,52.03,475508
21020,20180131,AAL,54.32,475508
21020,20180228,AAL,54.25,473139
21020,20180329,AAL,51.96,467390
21020,20180430,AAL,42.93,468153
21020,20180531,AAL,43.54,468153
21020,20180629,AAL,37.96,460502
21020,20180731,AAL,39.54,460509
21020,20180831,AAL,40.48,460509
21020,20180928,AAL,41.33,460559
21020,20181031,AAL,35.08,460581
21020,20181130,AAL,40.16,460581
21020,20181231,AAL,32.11,460611
21020,20190131,AAL,35.77,460611
21020,20190228,AAL,35.63,449056
21020,20190329,AAL,31.76,444216
21020,20190430,AAL,34.18,444835
21020,20190531,AAL,27.23,444835
21020,20190628,AAL,32.61,445262
21020,20190731,AAL,30.51,445271
21020,20190830,AAL,26.31,445271
21020,20190930,AAL,26.97,438035
21020,20191031,AAL,30.06,438058
21020,20191129,AAL,28.74,438058
21020,20191231,AAL,28.68,428203
21020,20200131,AAL,26.84,428203
21020,20200228,AAL,19.05,426059
21020,20200331,AAL,12.19,422887
21020,20200430,AAL,12.01,422895
21020,20200529,AAL,10.5,422895
21020,20200630,AAL,13.07,508556
21020,20200731,AAL,11.12,508561
21020,20200831,AAL,13.05,508561
21020,20200930,AAL,12.29,508604
21020,20201030,AAL,11.28,508632
21020,20201130,AAL,14.13,508632
21020,20201231,AAL,15.77,508632
21178,20100129,LMT,74.52,378174
21178,20100226,LMT,77.76,375429
21178,20100331,LMT,83.22,373771
21178,20100430,LMT,84.89,373771
21178,20100528,LMT,79.92,373771
21178,20100630,LMT,74.5,373771
21178,20100730,LMT,75.15,362498
21178,20100831,LMT,69.52,362498
21178,20100930,LMT,71.28,362498
21178,20101029,LMT,71.29,360128
21178,20101130,LMT,68.04,360128
21178,20101231,LMT,69.91,360128
21178,20110131,LMT,79.6,360128
21178,20110228,LMT,79.16,349855
21178,20110331,LMT,80.4,349523
21178,20110429,LMT,79.25,349523
21178,20110531,LMT,77.9,349523
21178,20110630,LMT,80.97,349523
21178,20110729,LMT,75.73,335623
21178,20110831,LMT,74.19,335623
21178,20110930,LMT,72.64,335623
21178,20111031,LMT,75.9,323570
21178,20111130,LMT,78.15,323570
21178,20111230,LMT,80.9,323570
21178,20120131,LMT,82.32,323570
21178,20120229,LMT,88.41,325106
21178,20120330,LMT,89.86,325106
21178,20120430,LMT,90.54,324652
21178,20120531,LMT,82.8,324652
21178,20120629,LMT,87.08,324652
21178,20120731,LMT,89.27,324416
21178,20120831,LMT,91.14,324416
21178,20120928,LMT,93.38,324416
21178,20121031,LMT,93.67,323587
21178,20121130,LMT,93.3,323587
21178,20121231,LMT,92.29,323587
21178,20130131,LMT,86.87,323587
21178,20130228,LMT,88,322583
21178,20130328,LMT,96.52,321867
21178,20130430,LMT,99.09,321867
21178,20130531,LMT,105.83,321867
21178,20130628,LMT,108.46,321867
21178,20130731,LMT,120.12,320937
21178,20130830,LMT,122.42,320937
21178,20130930,LMT,127.55,320937
21178,20131031,LMT,133.34,320307
21178,20131129,LMT,141.67,320307
21178,20131231,LMT,148.66,320307
21178,20140131,LMT,150.91,320307
21178,20140228,LMT,162.3,321430
21178,20140331,LMT,163.24001,319269
21178,20140430,LMT,164.14,319269
21178,20140530,LMT,163.64999,319269
21178,20140630,LMT,160.73,319269
21178,20140731,LMT,166.97,317388
21178,20140829,LMT,174,317388
21178,20140930,LMT,182.78,317388
21178,20141031,LMT,190.57001,315925
21178,20141128,LMT,191.56,315925
21178,20141231,LMT,192.57001,315925
21178,20150130,LMT,188.37,315925
21178,20150227,LMT,200.05,315584
21178,20150331,LMT,202.96001,316282
21178,20150430,LMT,186.60001,316282
21178,20150529,LMT,188.2,316282
21178,20150630,LMT,185.89999,316282
21178,20150731,LMT,207.10001,310535
21178,20150831,LMT,201.17999,310535
21178,20150930,LMT,207.31,310535
21178,20151030,LMT,219.83,307295
21178,20151130,LMT,219.16,307295
21178,20151231,LMT,217.14999,307295
21178,20160129,LMT,211,307295
21178,20160229,LMT,215.78999,305487
21178,20160331,LMT,221.5,305487
21178,20160429,LMT,232.38,304453
21178,20160531,LMT,236.23,304453
21178,20160630,LMT,248.17,304453
21178,20160729,LMT,252.73,302906
21178,20160831,LMT,242.97,302906
21178,20160930,LMT,239.72,293536
21178,20161031,LMT,246.38,292977
21178,20161130,LMT,265.25,292977
21178,20161230,LMT,249.94,292977
21178,20170131,LMT,251.33,292977
21178,20170228,LMT,266.57999,290316
21178,20170331,LMT,267.60001,289823
21178,20170428,LMT,269.45001,289443
21178,20170531,LMT,281.13,289443
21178,20170630,LMT,277.60999,289443
21178,20170731,LMT,292.13,287991
21178,20170831,LMT,305.39001,287991
21178,20170929,LMT,310.29001,287991
21178,20171031,LMT,308.16,286734
21178,20171130,LMT,319.12,286734
21178,20171229,LMT,321.04999,286734
21178,20180131,LMT,354.85001,286734
21178,20180228,LMT,352.44,285571
21178,20180329,LMT,337.92999,285824
21178,20180430,LMT,320.84,285529
21178,20180531,LMT,314.54001,285529
21178,20180629,LMT,295.42999,285529
21178,20180731,LMT,326.10001,284781
21178,20180831,LMT,320.41,284781
21178,20180928,LMT,345.95999,284781
21178,20181031,LMT,293.85001,284426
21178,20181130,LMT,300.42999,284426
21178,20181231,LMT,261.84,284426
21178,20190131,LMT,289.69,284426
21178,20190228,LMT,309.41,282563
21178,20190329,LMT,300.16,282808
21178,20190430,LMT,333.32999,282808
21178,20190531,LMT,338.54001,282808
21178,20190628,LMT,363.54001,282808
21178,20190731,LMT,362.17001,282398
21178,20190830,LMT,384.10999,282398
21178,20190930,LMT,390.06,282398
21178,20191031,LMT,376.67999,282071
21178,20191129,LMT,391.03,282071
21178,20191231,LMT,389.38,282071
21178,20200131,LMT,428.12,282071
21178,20200228,LMT,369.87,281937
21178,20200331,LMT,338.95001,281868
21178,20200430,LMT,389.06,280435
21178,20200529,LMT,388.44,280435
21178,20200630,LMT,364.92001,280435
21178,20200731,LMT,378.97,279542
21178,20200831,LMT,390.26001,279542
21178,20200930,LMT,383.28,279542
21178,20201030,LMT,350.13,279784
21178,20201130,LMT,365,279784
21178,20201231,LMT,354.98001,279784
21186,20100129,MWV,24.07,171139
21186,20100226,MWV,22.94,171277
21186,20100331,MWV,25.55,171386
21186,20100430,MWV,27.17,171386
21186,20100528,MWV,23.9,170846
21186,20100630,MWV,22.2,170846
21186,20100730,MWV,23.96,170846
21186,20100831,MWV,21.76,170801
21186,20100930,MWV,24.38,170801
21186,20101029,MWV,25.73,170801
21186,20101130,MWV,24.84,168255
21186,20101231,MWV,26.16,168255
21186,20110131,MWV,28.63,168255
21186,20110228,MWV,29.35,168368
21186,20110331,MWV,30.33,169644
21186,20110429,MWV,33.69,169175
21186,20110531,MWV,34.02,169687
21186,20110630,MWV,33.31,169687
21186,20110729,MWV,31.14,169687
21186,20110831,MWV,27.52,170688
21186,20110930,MWV,24.56,170688
21186,20111031,MWV,27.91,170688
21186,20111130,MWV,29.85,170741
21186,20111230,MWV,29.95,170741
21186,20120131,MWV,29.44,170741
21186,20120229,MWV,30.28,170959
21186,20120330,MWV,31.59,172348
21186,20120430,MWV,31.82,172348
21186,20120531,MWV,27.5,172348
21186,20120629,MWV,28.75,172348
21186,20120731,MWV,28.4,173610
21186,20120831,MWV,28.76,173610
21186,20120928,MWV,30.6,173610
21186,20121031,MWV,29.69,174801
21186,20121130,MWV,30.91,174801
21186,20121231,MWV,31.87,174801
21186,20130131,MWV,31.35,174801
21186,20130228,MWV,35.71,175667
21186,20130328,MWV,36.3,176244
21186,20130430,MWV,34.48,176244
21186,20130531,MWV,35,176956
21186,20130628,MWV,34.11,176956
21186,20130731,MWV,36.95,176956
21186,20130830,MWV,35.85,177543
21186,20130930,MWV,38.38,177543
21186,20131031,MWV,34.85,177543
21186,20131129,MWV,35.11,177880
21186,20131231,MWV,36.93,177880
21186,20140131,MWV,36.07,177880
21186,20140228,MWV,37.43,174571
21186,20140331,MWV,37.64,167241
21186,20140430,MWV,39.07,167241
21186,20140530,MWV,40.58,167865
21186,20140630,MWV,44.26,167865
21186,20140731,MWV,41.8,167865
21186,20140829,MWV,43,168482
21186,20140930,MWV,40.94,168482
21186,20141031,MWV,44.17,168482
21186,20141128,MWV,44.8,166717
21186,20141231,MWV,44.39,166717
21186,20150130,MWV,50.28,167243
21186,20150227,MWV,53.06,167441
21186,20150331,MWV,49.87,167441
21186,20150430,MWV,48.8,167810
21186,20150529,MWV,50.54,167816
21186,20150630,MWV,47.19,167816
21186,20150731,WRK,63.06,261700
21186,20150831,WRK,59.35,261848
21186,20150930,WRK,51.44,261848
21186,20151030,WRK,53.76,261848
21186,20151130,WRK,50.63,257114
21186,20151231,WRK,45.62,256972
21186,20160129,WRK,35.28,256972
21186,20160229,WRK,33.77,253849
21186,20160331,WRK,39.03,253849
21186,20160429,WRK,41.85,253849
21186,20160531,WRK,39.61,252610
21186,20160630,WRK,38.87,252610
21186,20160729,WRK,42.91,252610
21186,20160831,WRK,47.9,251495
21186,20160930,WRK,48.48,251495
21186,20161031,WRK,46.19,251495
21186,20161130,WRK,51.2,251102
21186,20161230,WRK,50.77,250521
21186,20170131,WRK,53.36,250521
21186,20170228,WRK,53.72,250403
21186,20170331,WRK,52.03,250403
21186,20170428,WRK,53.56,250403
21186,20170531,WRK,54.42,251099
21186,20170630,WRK,56.66,251099
21186,20170731,WRK,57.42,251099
21186,20170831,WRK,56.91,254001
21186,20170929,WRK,56.73,254001
21186,20171031,WRK,61.33,254001
21186,20171130,WRK,62.41,254614
21186,20171229,WRK,63.21,254750
21186,20180131,WRK,66.63,255097
21186,20180228,WRK,65.76,255127
21186,20180329,WRK,64.17,255127
21186,20180430,WRK,59.16,255127
21186,20180531,WRK,58.88,256452
21186,20180629,WRK,57.02,256452
21186,20180731,WRK,57.98,256452
21186,20180831,WRK,55.08,255112
21186,20180928,WRK,53.44,255112
21186,20181031,WRK,42.97,255112
21186,20181130,WRK,47.11,253552
21186,20181231,WRK,37.76,255708
21186,20190131,WRK,40.71,255708
21186,20190228,WRK,37.38,255373
21186,20190329,WRK,38.35,255373
21186,20190430,WRK,38.38,255373
21186,20190531,WRK,32.6,257043
21186,20190628,WRK,36.47,257043
21186,20190731,WRK,36.05,257043
21186,20190830,WRK,34.18,257342
21186,20190930,WRK,36.45,257342
21186,20191031,WRK,37.37,257342
21186,20191129,WRK,40.33,257895
21186,20191231,WRK,42.91,258228
21186,20200131,WRK,39,258456
21186,20200228,WRK,33.25,258456
21186,20200331,WRK,28.26,258456
21186,20200430,WRK,32.19,258456
21186,20200529,WRK,28.06,259255
21186,20200630,WRK,28.26,259255
21186,20200731,WRK,26.86,259255
21186,20200831,WRK,30.33,259636
21186,20200930,WRK,34.74,259636
21186,20201030,WRK,37.55,259636
21186,20201130,WRK,42.21,262654
21186,20201231,WRK,43.53,263090
21207,20100129,NEM,42.86,480406
21207,20100226,NEM,49.28,483030
21207,20100331,NEM,50.93,483030
21207,20100430,NEM,56.08,483458
21207,20100528,NEM,53.82,483458
21207,20100630,NEM,61.74,483458
21207,20100730,NEM,55.9,484698
21207,20100831,NEM,61.32,484698
21207,20100930,NEM,62.81,484698
21207,20101029,NEM,60.86,484698
21207,20101130,NEM,58.83,486198
21207,20101231,NEM,61.43,486198
21207,20110131,NEM,55.07,486198
21207,20110228,NEM,55.27,486565
21207,20110331,NEM,54.58,486565
21207,20110429,NEM,58.61,493269
21207,20110531,NEM,56.57,493269
21207,20110630,NEM,53.97,493269
21207,20110729,NEM,55.61,487575
21207,20110831,NEM,62.62,487575
21207,20110930,NEM,62.95,487575
21207,20111031,NEM,66.83,488214
21207,20111130,NEM,68.88,488214
21207,20111230,NEM,60.01,488214
21207,20120131,NEM,61.48,488214
21207,20120229,NEM,59.425,490150
21207,20120330,NEM,51.27,490194
21207,20120430,NEM,47.65,490629
21207,20120531,NEM,47.16,490629
21207,20120629,NEM,48.51,490629
21207,20120731,NEM,44.47,491248
21207,20120831,NEM,50.68,491248
21207,20120928,NEM,56.015,491248
21207,20121031,NEM,54.58,491248
21207,20121130,NEM,47.09,491536
21207,20121231,NEM,46.44,491536
21207,20130131,NEM,42.96,491536
21207,20130228,NEM,40.29,491838
21207,20130328,NEM,41.89,491846
21207,20130430,NEM,32.4,492319
21207,20130531,NEM,34.28,492319
21207,20130628,NEM,29.95,492319
21207,20130731,NEM,30,492823
21207,20130830,NEM,31.77,492823
21207,20130930,NEM,28.1,492823
21207,20131031,NEM,27.26,492823
21207,20131129,NEM,24.83,493059
21207,20131231,NEM,23.03,493059
21207,20140131,NEM,21.6,493059
21207,20140228,NEM,23.26,493245
21207,20140331,NEM,23.44,497925
21207,20140430,NEM,24.83,498529
21207,20140530,NEM,22.89,498529
21207,20140630,NEM,25.44,498529
21207,20140731,NEM,24.91,498759
21207,20140829,NEM,27.09,498759
21207,20140930,NEM,23.05,498759
21207,20141031,NEM,18.76,498796
21207,20141128,NEM,18.4,498796
21207,20141231,NEM,18.9,498796
21207,20150130,NEM,25.15,498796
21207,20150227,NEM,26.33,498857
21207,20150331,NEM,21.71,499081
21207,20150430,NEM,26.49,499847
21207,20150529,NEM,27.24,499847
21207,20150630,NEM,23.36,529046
21207,20150731,NEM,17.17,529055
21207,20150831,NEM,17.07,529055
21207,20150930,NEM,16.07,529055
21207,20151030,NEM,19.46,529118
21207,20151130,NEM,18.41,529118
21207,20151231,NEM,17.99,529118
21207,20160129,NEM,19.96,529118
21207,20160229,NEM,25.83,529162
21207,20160331,NEM,26.58,529162
21207,20160429,NEM,34.97,530531
21207,20160531,NEM,32.41,530531
21207,20160630,NEM,39.12,530531
21207,20160729,NEM,44,530595
21207,20160831,NEM,38.24,530595
21207,20160930,NEM,39.29,530595
21207,20161031,NEM,37.04,530750
21207,20161130,NEM,32.44,530750
21207,20161230,NEM,34.07,530750
21207,20170131,NEM,36.28,530750
21207,20170228,NEM,34.24,531150
21207,20170331,NEM,32.96,531499
21207,20170428,NEM,33.81,533233
21207,20170531,NEM,34.15,533233
21207,20170630,NEM,32.39,533233
21207,20170731,NEM,37.17,533272
21207,20170831,NEM,38.34,533272
21207,20170929,NEM,37.51,533272
21207,20171031,NEM,36.16,533336
21207,20171130,NEM,36.99,533336
21207,20171229,NEM,37.52,533336
21207,20180131,NEM,40.51,533336
21207,20180228,NEM,38.2,533475
21207,20180329,NEM,39.07,533723
21207,20180430,NEM,39.29,533486
21207,20180531,NEM,38.93,533486
21207,20180629,NEM,37.71,533486
21207,20180731,NEM,36.68,533399
21207,20180831,NEM,31.03,533399
21207,20180928,NEM,30.2,533399
21207,20181031,NEM,30.92,532660
21207,20181130,NEM,32.34,532660
21207,20181231,NEM,34.65,532660
21207,20190131,NEM,34.11,532663
21207,20190228,NEM,34.12,532669
21207,20190329,NEM,35.77,532669
21207,20190430,NEM,31.06,819633
21207,20190531,NEM,33.09,819633
21207,20190628,NEM,38.47,819633
21207,20190731,NEM,36.52,819894
21207,20190830,NEM,39.89,819894
21207,20190930,NEM,37.92,819894
21207,20191031,NEM,39.73,819894
21207,20191129,NEM,38.4,819839
21207,20191231,NEM,43.45,819839
21207,20200131,NEM,45.06,819839
21207,20200228,NEM,44.63,807583
21207,20200331,NEM,45.28,807788
21207,20200430,NEM,59.48,807788
21207,20200529,NEM,58.47,802585
21207,20200630,NEM,61.74,802585
21207,20200731,NEM,69.2,803071
21207,20200831,NEM,67.28,803071
21207,20200930,NEM,63.45,803071
21207,20201030,NEM,62.84,803358
21207,20201130,NEM,58.82,803358
21207,20201231,NEM,59.89,803358
21371,20100129,CAH,33.07,362697
21371,20100226,CAH,33.97,361459
21371,20100331,CAH,36.03,361459
21371,20100430,CAH,34.69,361459
21371,20100528,CAH,34.49,362072
21371,20100630,CAH,33.61,362072
21371,20100730,CAH,32.27,362072
21371,20100831,CAH,29.96,351163
21371,20100930,CAH,33.04,348817
21371,20101029,CAH,34.69,348817
21371,20101130,CAH,35.58,348960
21371,20101231,CAH,38.31,348960
21371,20110131,CAH,41.51,348960
21371,20110228,CAH,41.64,349750
21371,20110331,CAH,41.13,349750
21371,20110429,CAH,43.69,349750
21371,20110531,CAH,45.42,350586
21371,20110630,CAH,45.42,350586
21371,20110729,CAH,43.76,350586
21371,20110831,CAH,42.5,344598
21371,20110930,CAH,41.88,344979
21371,20111031,CAH,44.27,344979
21371,20111130,CAH,42.46,345506
21371,20111230,CAH,40.61,345506
21371,20120131,CAH,43.03,345506
21371,20120229,CAH,41.55,345685
21371,20120330,CAH,43.11,345685
21371,20120430,CAH,42.27,345685
21371,20120531,CAH,41.38,346076
21371,20120629,CAH,42,346076
21371,20120731,CAH,43.09,346076
21371,20120831,CAH,39.55,341084
21371,20120928,CAH,38.97,340521
21371,20121031,CAH,41.13,340521
21371,20121130,CAH,40.45,339778
21371,20121231,CAH,41.18,339778
21371,20130131,CAH,43.81,339778
